ccd,bit,n_bpm1,n_bpm2,pcent_bpm1,pcent_bpm2,diff
35,2,90203,91060,1.075303554534912,1.085519790649414,-857
35,4,0,0,0.0,0.0,0
35,8,1,1,1.1920928955078125e-05,1.1920928955078125e-05,0
35,16,34,3512,0.00040531158447265625,0.041866302490234375,-3478
35,32,0,0,0.0,0.0,0
35,64,592,592,0.00705718994140625,0.00705718994140625,0
35,128,183420,183420,2.1865367889404297,2.1865367889404297,0
35,256,0,0,0.0,0.0,0
35,512,0,0,0.0,0.0,0
35,1024,0,0,0.0,0.0,0
35,2048,0,0,0.0,0.0,0
35,4096,0,0,0.0,0.0,0
35,8192,204800,204800,2.44140625,2.44140625,0
35,16384,114518,114518,1.3651609420776367,1.3651609420776367,0
36,0,8021241,8019640,95.62064409255981,95.60155868530273,1601
36,1,14468,14470,0.1724720001220703,0.17249584197998047,-2
36,2,76366,76631,0.9103536605834961,0.9135127067565918,-265
36,4,0,0,0.0,0.0,0
36,8,5,1864,5.9604644775390625e-05,0.022220611572265625,-1859
36,16,2384,8615,0.02841949462890625,0.10269880294799805,-6231
36,32,0,0,0.0,0.0,0
36,64,15823,15012,0.18862485885620117,0.1789569854736328,811
36,128,183420,183420,2.1865367889404297,2.1865367889404297,0
36,256,0,0,0.0,0.0,0
36,512,0,0,0.0,0.0,0
36,1024,0,0,0.0,0.0,0
36,2048,17,22,0.00020265579223632812,0.00026226043701171875,-5
36,4096,0,0,0.0,0.0,0
36,8192,204800,204800,2.44140625,2.44140625,0
36,16384,111634,111634,1.3307809829711914,1.3307809829711914,0
37,0,8015649,8017117,95.55398225784302,95.57148218154907,-1468
37,1,22539,22541,0.26868581771850586,0.268709659576416,-2
37,2,75158,75528,0.8959531784057617,0.9003639221191406,-370
37,4,0,0,0.0,0.0,0
37,8,107,3,0.0012755393981933594,3.5762786865234375e-05,104
37,16,5629,1287,0.06710290908813477,0.015342235565185547,4342
37,32,0,0,0.0,0.0,0
37,64,8337,7128,0.09938478469848633,0.08497238159179688,1209
37,128,183420,183420,2.1865367889404297,2.1865367889404297,0
37,256,0,0,0.0,0.0,0
37,512,0,0,0.0,0.0,0
37,1024,0,0,0.0,0.0,0
37,2048,75,110,0.0008940696716308594,0.0013113021850585938,-35
37,4096,0,0,0.0,0.0,0
37,8192,204800,204800,2.44140625,2.44140625,0
37,16384,126951,126951,1.513373851776123,1.513373851776123,0
38,0,8020451,8020447,95.6112265586853,95.61117887496948,4
38,1,14351,14351,0.17107725143432617,0.17107725143432617,0
38,2,67389,67777,0.8033394813537598,0.8079648017883301,-388
38,4,0,0,0.0,0.0,0
38,8,1439,1440,0.017154216766357422,0.0171661376953125,-1
38,16,6308,6312,0.07519721984863281,0.07524490356445312,-4
38,32,0,0,0.0,0.0,0
38,64,4846,4846,0.057768821716308594,0.057768821716308594,0
38,128,183420,183420,2.1865367889404297,2.1865367889404297,0
38,256,0,0,0.0,0.0,0
38,512,0,0,0.0,0.0,0
38,1024,16384,16384,0.1953125,0.1953125,0
38,2048,6,15,7.152557373046875e-05,0.00017881393432617188,-9
38,4096,0,0,0.0,0.0,0
38,8192,204800,204800,2.44140625,2.44140625,0
38,16384,105175,105175,1.2537837028503418,1.2537837028503418,0
39,0,7962117,7962117,94.91583108901978,94.91583108901978,0
39,1,14348,14348,0.17104148864746094,0.17104148864746094,0
39,2,66974,67122,0.7983922958374023,0.8001565933227539,-148
39,4,0,0,0.0,0.0,0
39,8,0,0,0.0,0.0,0
39,16,0,0,0.0,0.0,0
39,32,0,0,0.0,0.0,0
39,64,0,0,0.0,0.0,0
39,128,183420,183420,2.1865367889404297,2.1865367889404297,0
39,256,0,0,0.0,0.0,0
39,512,3036,3036,0.03619194030761719,0.03619194030761719,0
39,1024,86016,86016,1.025390625,1.025390625,0
39,2048,4096,4096,0.048828125,0.048828125,0
39,4096,0,0,0.0,0.0,0
39,8192,204800,204800,2.44140625,2.44140625,0
39,16384,115747,115747,1.3798117637634277,1.3798117637634277,0
40,0,7999446,7992410,95.36082744598389,95.27695178985596,7036
40,1,14336,14336,0.1708984375,0.1708984375,0
40,2,75348,75332,0.8982181549072266,0.8980274200439453,16
40,4,0,0,0.0,0.0,0
40,8,4095,7871,0.04881620407104492,0.09382963180541992,-3776
40,16,12565,23936,0.14978647232055664,0.28533935546875,-11371
40,32,0,0,0.0,0.0,0
40,64,9141,9465,0.10896921157836914,0.11283159255981445,-324
40,128,183420,183420,2.1865367889404297,2.1865367889404297,0
40,256,0,0,0.0,0.0,0
40,512,0,0,0.0,0.0,0
40,1024,36864,36864,0.439453125,0.439453125,0
40,2048,17,17,0.00020265579223632812,0.00020265579223632812,0
40,4096,0,0,0.0,0.0,0
40,8192,204800,204800,2.44140625,2.44140625,0
40,16384,121051,121051,1.443040370941162,1.443040370941162,0
41,0,8026651,8026651,95.68513631820679,95.68513631820679,0
41,1,14348,14348,0.17104148864746094,0.17104148864746094,0
41,2,85811,86320,1.022946834564209,1.0290145874023438,-509
41,4,0,0,0.0,0.0,0
41,8,1,1,1.1920928955078125e-05,1.1920928955078125e-05,0
41,16,34,34,0.00040531158447265625,0.00040531158447265625,0
41,32,0,0,0.0,0.0,0
41,64,1585,1585,0.018894672393798828,0.018894672393798828,0
41,128,183420,183420,2.1865367889404297,2.1865367889404297,0
41,256,0,0,0.0,0.0,0
41,512,0,0,0.0,0.0,0
41,1024,0,0,0.0,0.0,0
41,2048,60,60,0.0007152557373046875,0.0007152557373046875,0
41,4096,0,0,0.0,0.0,0
41,8192,204800,204800,2.44140625,2.44140625,0
41,16384,123664,123664,1.4741897583007812,1.4741897583007812,0
42,0,8018114,8018111,95.58336734771729,95.58333158493042,3
42,1,14371,14384,0.17131567001342773,0.17147064208984375,-13
42,2,90558,90871,1.0795354843139648,1.0832667350769043,-313
42,4,0,0,0.0,0.0,0
42,8,6,6,7.152557373046875e-05,7.152557373046875e-05,0
42,16,2311,2311,0.027549266815185547,0.027549266815185547,0
42,32,0,0,0.0,0.0,0
42,64,12288,12288,0.146484375,0.146484375,0
42,128,183420,183420,2.1865367889404297,2.1865367889404297,0
42,256,0,0,0.0,0.0,0
42,512,0,0,0.0,0.0,0
42,1024,0,0,0.0,0.0,0
42,2048,118,120,0.0014066696166992188,0.001430511474609375,-2
42,4096,0,0,0.0,0.0,0
42,8192,204800,204800,2.44140625,2.44140625,0
42,16384,121411,121411,1.4473319053649902,1.4473319053649902,0
43,0,8025143,8025140,95.66715955734253,95.66712379455566,3
43,1,17419,17419,0.20765066146850586,0.20765066146850586,0
43,2,83980,84411,1.001119613647461,1.0062575340270996,-431
43,4,0,0,0.0,0.0,0
43,8,1,1,1.1920928955078125e-05,1.1920928955078125e-05,0
43,16,34,36,0.00040531158447265625,0.0004291534423828125,-2
43,32,0,0,0.0,0.0,0
43,64,1299,1299,0.015485286712646484,0.015485286712646484,0
43,128,183420,183420,2.1865367889404297,2.1865367889404297,0
43,256,0,0,0.0,0.0,0
43,512,0,0,0.0,0.0,0
43,1024,0,0,0.0,0.0,0
43,2048,22,23,0.00026226043701171875,0.0002741813659667969,-1
43,4096,0,0,0.0,0.0,0
43,8192,204800,204800,2.44140625,2.44140625,0
43,16384,122058,122058,1.4550447463989258,1.4550447463989258,0
44,0,8005940,8004933,95.43824195861816,95.4262375831604,1007
44,1,15976,16007,0.19044876098632812,0.19081830978393555,-31
44,2,78110,78253,0.9311437606811523,0.9328484535217285,-143
44,4,0,0,0.0,0.0,0
44,8,1294,1933,0.015425682067871094,0.023043155670166016,-639
44,16,13914,15155,0.16586780548095703,0.18066167831420898,-1241
44,32,0,0,0.0,0.0,0
44,64,8600,8600,0.10251998901367188,0.10251998901367188,0
44,128,183420,183420,2.1865367889404297,2.1865367889404297,0
44,256,0,0,0.0,0.0,0
44,512,4425,4425,0.0527501106262207,0.0527501106262207,0
44,1024,8192,8192,0.09765625,0.09765625,0
44,2048,13,62,0.00015497207641601562,0.0007390975952148438,-49
44,4096,0,0,0.0,0.0,0
44,8192,204800,204800,2.44140625,2.44140625,0
44,16384,122307,122307,1.4580130577087402,1.4580130577087402,0
45,0,7966950,7972731,94.97344493865967,95.04235982894897,-5781
45,1,14342,14342,0.17096996307373047,0.17096996307373047,0
45,2,72894,72968,0.8689641952514648,0.8698463439941406,-74
45,4,0,0,0.0,0.0,0
45,8,1923,18,0.022923946380615234,0.00021457672119140625,1905
45,16,14279,7885,0.17021894454956055,0.09399652481079102,6394
45,32,0,0,0.0,0.0,0
45,64,47590,44074,0.567317008972168,0.5254030227661133,3516
45,128,183420,183420,2.1865367889404297,2.1865367889404297,0
45,256,0,0,0.0,0.0,0
45,512,0,0,0.0,0.0,0
45,1024,0,0,0.0,0.0,0
45,2048,98,94,0.0011682510375976562,0.0011205673217773438,4
45,4096,0,0,0.0,0.0,0
45,8192,204800,204800,2.44140625,2.44140625,0
45,16384,133911,133911,1.5963435173034668,1.5963435173034668,0
46,0,7912435,7914636,94.32357549667358,94.34981346130371,-2201
46,1,14338,14337,0.17092227935791016,0.17091035842895508,1
46,2,79545,79521,0.9482502937316895,0.9479641914367676,24
46,4,0,0,0.0,0.0,0
46,8,4186,4188,0.04990100860595703,0.04992485046386719,-2
46,16,22355,20157,0.2664923667907715,0.24029016494750977,2198
46,32,0,0,0.0,0.0,0
46,64,29468,29468,0.3512859344482422,0.3512859344482422,0
46,128,183420,183420,2.1865367889404297,2.1865367889404297,0
46,256,0,0,0.0,0.0,0
46,512,1078,1078,0.012850761413574219,0.012850761413574219,0
46,1024,94208,94208,1.123046875,1.123046875,0
46,2048,53,38,0.0006318092346191406,0.00045299530029296875,15
46,4096,0,0,0.0,0.0,0
46,8192,204800,204800,2.44140625,2.44140625,0
46,16384,130474,130474,1.5553712844848633,1.5553712844848633,0
47,0,7992155,7983928,95.27391195297241,95.17583847045898,8227
47,1,19563,19745,0.23320913314819336,0.23537874221801758,-182
47,2,81205,81713,0.9680390357971191,0.9740948677062988,-508
47,4,0,0,0.0,0.0,0
47,8,10181,12926,0.12136697769165039,0.15408992767333984,-2745
47,16,38898,47853,0.4637002944946289,0.5704522132873535,-8955
47,32,0,0,0.0,0.0,0
47,64,19070,23163,0.22733211517333984,0.2761244773864746,-4093
47,128,183420,183420,2.1865367889404297,2.1865367889404297,0
47,256,0,0,0.0,0.0,0
47,512,0,0,0.0,0.0,0
47,1024,8192,8192,0.09765625,0.09765625,0
47,2048,49,55,0.0005841255187988281,0.0006556510925292969,-6
47,4096,0,0,0.0,0.0,0
47,8192,204800,204800,2.44140625,2.44140625,0
47,16384,114060,114060,1.359701156616211,1.359701156616211,0
48,0,8033320,8033308,95.7646369934082,95.76449394226074,12
48,1,14373,14373,0.1713395118713379,0.1713395118713379,0
48,2,76118,76171,0.9073972702026367,0.9080290794372559,-53
48,4,0,0,0.0,0.0,0
48,8,2,2,2.384185791015625e-05,2.384185791015625e-05,0
48,16,68,80,0.0008106231689453125,0.00095367431640625,-12
48,32,0,0,0.0,0.0,0
48,64,5185,5185,0.06181001663208008,0.06181001663208008,0
48,128,183420,183420,2.1865367889404297,2.1865367889404297,0
48,256,0,0,0.0,0.0,0
48,512,0,0,0.0,0.0,0
48,1024,0,0,0.0,0.0,0
48,2048,8,12,9.5367431640625e-05,0.0001430511474609375,-4
48,4096,0,0,0.0,0.0,0
48,8192,204800,204800,2.44140625,2.44140625,0
48,16384,111538,111538,1.329636573791504,1.329636573791504,0
49,0,8015327,8015327,95.55014371871948,95.55014371871948,0
49,1,14354,14356,0.1711130142211914,0.17113685607910156,-2
49,2,84942,84750,1.012587547302246,1.010298728942871,192
49,4,0,0,0.0,0.0,0
49,8,0,0,0.0,0.0,0
49,16,0,0,0.0,0.0,0
49,32,0,0,0.0,0.0,0
49,64,0,0,0.0,0.0,0
49,128,183420,183420,2.1865367889404297,2.1865367889404297,0
49,256,0,0,0.0,0.0,0
49,512,0,0,0.0,0.0,0
49,1024,24576,24576,0.29296875,0.29296875,0
49,2048,0,0,0.0,0.0,0
49,4096,0,0,0.0,0.0,0
49,8192,204800,204800,2.44140625,2.44140625,0
49,16384,112772,112772,1.3443470001220703,1.3443470001220703,0
50,0,8002367,7996546,95.39564847946167,95.32625675201416,5821
50,1,14356,14357,0.17113685607910156,0.17114877700805664,-1
50,2,76786,77112,0.9153604507446289,0.9192466735839844,-326
50,4,0,0,0.0,0.0,0
50,8,7854,11370,0.0936269760131836,0.13554096221923828,-3516
50,16,29312,35131,0.34942626953125,0.4187941551208496,-5819
50,32,0,0,0.0,0.0,0
50,64,12288,12288,0.146484375,0.146484375,0
50,128,183420,183420,2.1865367889404297,2.1865367889404297,0
50,256,0,0,0.0,0.0,0
50,512,0,0,0.0,0.0,0
50,1024,0,0,0.0,0.0,0
50,2048,33,46,0.0003933906555175781,0.0005483627319335938,-13
50,4096,0,0,0.0,0.0,0
50,8192,204800,204800,2.44140625,2.44140625,0
50,16384,119748,119748,1.4275074005126953,1.4275074005126953,0
51,0,8034924,8034924,95.78375816345215,95.78375816345215,0
51,1,14362,14363,0.17120838165283203,0.1712203025817871,-1
51,2,83419,83274,0.9944319725036621,0.9927034378051758,145
51,4,0,0,0.0,0.0,0
51,8,0,0,0.0,0.0,0
51,16,0,0,0.0,0.0,0
51,32,0,0,0.0,0.0,0
51,64,0,0,0.0,0.0,0
51,128,183420,183420,2.1865367889404297,2.1865367889404297,0
51,256,0,0,0.0,0.0,0
51,512,4410,4410,0.05257129669189453,0.05257129669189453,0
51,1024,0,0,0.0,0.0,0
51,2048,24,24,0.000286102294921875,0.000286102294921875,0
51,4096,0,0,0.0,0.0,0
51,8192,204800,204800,2.44140625,2.44140625,0
51,16384,111071,111071,1.3240694999694824,1.3240694999694824,0
52,0,8033518,8033518,95.76699733734131,95.76699733734131,0
52,1,14350,14351,0.1710653305053711,0.17107725143432617,-1
52,2,81165,80721,0.967562198638916,0.9622693061828613,444
52,4,0,0,0.0,0.0,0
52,8,0,0,0.0,0.0,0
52,16,1,1,1.1920928955078125e-05,1.1920928955078125e-05,0
52,32,0,0,0.0,0.0,0
52,64,0,0,0.0,0.0,0
52,128,183420,183420,2.1865367889404297,2.1865367889404297,0
52,256,0,0,0.0,0.0,0
52,512,0,0,0.0,0.0,0
52,1024,0,0,0.0,0.0,0
52,2048,0,0,0.0,0.0,0
52,4096,0,0,0.0,0.0,0
52,8192,204800,204800,2.44140625,2.44140625,0
52,16384,117859,117859,1.4049887657165527,1.4049887657165527,0
53,0,8016295,8016296,95.561683177948,95.56169509887695,-1
53,1,14398,14377,0.17163753509521484,0.1713871955871582,21
53,2,84373,83944,1.0058045387268066,1.0006904602050781,429
53,4,0,0,0.0,0.0,0
53,8,3362,3354,0.040078163146972656,0.03998279571533203,8
53,16,14662,14661,0.17478466033935547,0.1747727394104004,1
53,32,0,0,0.0,0.0,0
53,64,4096,4096,0.048828125,0.048828125,0
53,128,183420,183420,2.1865367889404297,2.1865367889404297,0
53,256,0,0,0.0,0.0,0
53,512,0,0,0.0,0.0,0
53,1024,0,0,0.0,0.0,0
53,2048,4,4,4.76837158203125e-05,4.76837158203125e-05,0
53,4096,0,0,0.0,0.0,0
53,8192,204800,204800,2.44140625,2.44140625,0
53,16384,120854,120854,1.4406919479370117,1.4406919479370117,0
54,0,7996168,7996601,95.32175064086914,95.32691240310669,-433
54,1,14571,14569,0.17369985580444336,0.1736760139465332,2
54,2,80482,80889,0.9594202041625977,0.9642720222473145,-407
54,4,0,0,0.0,0.0,0
54,8,8745,8724,0.1042485237121582,0.10399818420410156,21
54,16,30790,30357,0.36704540252685547,0.36188364028930664,433
54,32,0,0,0.0,0.0,0
54,64,12288,12288,0.146484375,0.146484375,0
54,128,183420,183420,2.1865367889404297,2.1865367889404297,0
54,256,0,0,0.0,0.0,0
54,512,0,0,0.0,0.0,0
54,1024,0,0,0.0,0.0,0
54,2048,4,4,4.76837158203125e-05,4.76837158203125e-05,0
54,4096,0,0,0.0,0.0,0
54,8192,204800,204800,2.44140625,2.44140625,0
54,16384,124615,124615,1.4855265617370605,1.4855265617370605,0
55,0,8026669,8026703,95.68535089492798,95.68575620651245,-34
55,1,25033,25886,0.2984166145324707,0.30858516693115234,-853
55,2,57813,58003,0.6891846656799316,0.6914496421813965,-190
55,4,0,0,0.0,0.0,0
55,8,2,1,2.384185791015625e-05,1.1920928955078125e-05,1
55,16,51,40,0.0006079673767089844,0.000476837158203125,11
55,32,0,0,0.0,0.0,0
55,64,1468,1426,0.017499923706054688,0.016999244689941406,42
55,128,183420,183420,2.1865367889404297,2.1865367889404297,0
55,256,0,0,0.0,0.0,0
55,512,0,0,0.0,0.0,0
55,1024,0,0,0.0,0.0,0
55,2048,29,31,0.0003457069396972656,0.0003695487976074219,-2
55,4096,0,0,0.0,0.0,0
55,8192,204800,204800,2.44140625,2.44140625,0
55,16384,124091,124091,1.4792799949645996,1.4792799949645996,0
56,0,7973092,7973092,95.04666328430176,95.04666328430176,0
56,1,14363,14363,0.1712203025817871,0.1712203025817871,0
56,2,73560,73593,0.8769035339355469,0.8772969245910645,-33
56,4,0,0,0.0,0.0,0
56,8,6,6,7.152557373046875e-05,7.152557373046875e-05,0
56,16,208,208,0.00247955322265625,0.00247955322265625,0
56,32,0,0,0.0,0.0,0
56,64,14289,14289,0.17033815383911133,0.17033815383911133,0
56,128,183420,183420,2.1865367889404297,2.1865367889404297,0
56,256,0,0,0.0,0.0,0
56,512,0,0,0.0,0.0,0
56,1024,61440,61440,0.732421875,0.732421875,0
56,2048,61,63,0.0007271766662597656,0.0007510185241699219,-2
56,4096,0,0,0.0,0.0,0
56,8192,204800,204800,2.44140625,2.44140625,0
56,16384,106543,106543,1.2700915336608887,1.2700915336608887,0
57,0,7169007,7176429,85.46122312545776,85.54970026016235,-7422
57,1,16584,16726,0.19769668579101562,0.19938945770263672,-142
57,2,72650,72957,0.8660554885864258,0.8697152137756348,-307
57,4,0,0,0.0,0.0,0
57,8,1888,2173,0.0225067138671875,0.025904178619384766,-285
57,16,12723,14609,0.15166997909545898,0.17415285110473633,-1886
57,32,0,0,0.0,0.0,0
57,64,27233,17586,0.3246426582336426,0.2096414566040039,9647
57,128,183420,183420,2.1865367889404297,2.1865367889404297,0
57,256,0,0,0.0,0.0,0
57,512,841113,841113,10.026848316192627,10.026848316192627,0
57,1024,12288,12288,0.146484375,0.146484375,0
57,2048,576,524,0.006866455078125,0.0062465667724609375,52
57,4096,0,0,0.0,0.0,0
57,8192,204800,204800,2.44140625,2.44140625,0
57,16384,110590,110590,1.3183355331420898,1.3183355331420898,0
58,0,8035343,8032835,95.78875303268433,95.75885534286499,2508
58,1,22524,22524,0.2685070037841797,0.2685070037841797,0
58,2,61699,61972,0.7355093955993652,0.7387638092041016,-273
58,4,0,0,0.0,0.0,0
58,8,18,18,0.00021457672119140625,0.00021457672119140625,0
58,16,1301,1359,0.01550912857055664,0.016200542449951172,-58
58,32,0,0,0.0,0.0,0
58,64,18237,20715,0.21740198135375977,0.24694204330444336,-2478
58,128,183420,183420,2.1865367889404297,2.1865367889404297,0
58,256,0,0,0.0,0.0,0
58,512,0,0,0.0,0.0,0
58,1024,0,0,0.0,0.0,0
58,2048,220,193,0.0026226043701171875,0.002300739288330078,27
58,4096,0,0,0.0,0.0,0
58,8192,204800,204800,2.44140625,2.44140625,0
58,16384,94052,94052,1.1211872100830078,1.1211872100830078,0
59,0,8032639,8032633,95.7565188407898,95.75644731521606,6
59,1,22529,22530,0.2685666084289551,0.26857852935791016,-1
59,2,66515,66710,0.7929205894470215,0.7952451705932617,-195
59,4,0,0,0.0,0.0,0
59,8,1,1,1.1920928955078125e-05,1.1920928955078125e-05,0
59,16,33,33,0.0003933906555175781,0.0003933906555175781,0
59,32,0,0,0.0,0.0,0
59,64,754,754,0.008988380432128906,0.008988380432128906,0
59,128,183420,183420,2.1865367889404297,2.1865367889404297,0
59,256,0,0,0.0,0.0,0
59,512,0,0,0.0,0.0,0
59,1024,0,0,0.0,0.0,0
59,2048,31,36,0.0003695487976074219,0.0004291534423828125,-5
59,4096,0,0,0.0,0.0,0
59,8192,204800,204800,2.44140625,2.44140625,0
59,16384,117991,117991,1.406562328338623,1.406562328338623,0
60,0,8016888,8017526,95.56875228881836,95.5763578414917,-638
60,1,14349,14349,0.17105340957641602,0.17105340957641602,0
60,2,60930,61214,0.7263422012329102,0.7297277450561523,-284
60,4,0,0,0.0,0.0,0
60,8,4,3,4.76837158203125e-05,3.5762786865234375e-05,1
60,16,133,105,0.0015854835510253906,0.0012516975402832031,28
60,32,0,0,0.0,0.0,0
60,64,7703,7078,0.0918269157409668,0.08437633514404297,625
60,128,183420,183420,2.1865367889404297,2.1865367889404297,0
60,256,0,0,0.0,0.0,0
60,512,0,0,0.0,0.0,0
60,1024,0,0,0.0,0.0,0
60,2048,16,6,0.00019073486328125,7.152557373046875e-05,10
60,4096,0,0,0.0,0.0,0
60,8192,204800,204800,2.44140625,2.44140625,0
60,16384,128104,128104,1.5271186828613281,1.5271186828613281,0
62,0,8033911,8033908,95.77168226242065,95.77164649963379,3
62,1,15791,15791,0.18824338912963867,0.18824338912963867,0
62,2,81690,82457,0.973820686340332,0.982964038848877,-767
62,4,0,0,0.0,0.0,0
62,8,0,0,0.0,0.0,0
62,16,0,0,0.0,0.0,0
62,32,0,0,0.0,0.0,0
62,64,0,0,0.0,0.0,0
62,128,183420,183420,2.1865367889404297,2.1865367889404297,0
62,256,0,0,0.0,0.0,0
62,512,2158,2158,0.025725364685058594,0.025725364685058594,0
62,1024,16384,16384,0.1953125,0.1953125,0
62,2048,4213,4137,0.05022287368774414,0.0493168830871582,76
62,4096,0,0,0.0,0.0,0
62,8192,204800,204800,2.44140625,2.44140625,0
62,16384,109387,109387,1.3039946556091309,1.3039946556091309,0
